"year","school","gender","test","level","avg_score","pass_rate","fail_rate"
"2009-2010","Harrisonburg High","M","Algebra II","",453,89.71,10.29
"2009-2010","Harrisonburg High","M","Biology","EOC",460,93.28,6.72
"2009-2010","Harrisonburg High","M","Biology","",460,93.28,6.72
"2009-2010","Harrisonburg High","M","Chemistry","EOC",469,97.56,2.44
"2009-2010","Harrisonburg High","M","Chemistry","",469,97.56,2.44
"2009-2010","Harrisonburg High","M","Earth Science","EOC",462,90.68,9.32
"2009-2010","Harrisonburg High","M","Earth Science","",462,90.68,9.32
"2009-2010","Harrisonburg High","M","English Reading","EOC",472,87.5,12.5
"2009-2010","Harrisonburg High","M","English Reading","",472,87.5,12.5
"2009-2010","Harrisonburg High","M","Geography","EOC",441,78.57,21.43
"2009-2010","Harrisonburg High","M","Geography","",441,78.57,21.43
"2009-2010","Harrisonburg High","M","Geometry","EOC",471,90.38,9.62
"2009-2010","Harrisonburg High","M","Geometry","",471,90.38,9.62
"2009-2010","Harrisonburg High","M","VA & US History","EOC",484,95.93,4.07
"2009-2010","Harrisonburg High","M","VA & US History","",484,95.93,4.07
"2009-2010","Harrisonburg High","M","World History I","EOC",484,93.41,6.59
"2009-2010","Harrisonburg High","M","World History I","",484,93.41,6.59
"2009-2010","Harrisonburg High","M","World History II","EOC",525,100,0
"2009-2010","Harrisonburg High","M","World History II","",525,100,0
"2009-2010","Harrisonburg High","M","Writing","EOC",464,92.11,7.89
"2009-2010","Harrisonburg High","M","Writing","",464,92.11,7.89
"2009-2010","Harrisonburg High","M","","",459,91.97,8.03
"2009-2010","Harrisonburg High","M","","",463,93.18,6.82
"2009-2010","Harrisonburg High","M","","",464,92.11,7.89
"2009-2010","Harrisonburg High","M","","",472,87.5,12.5
"2009-2010","Harrisonburg High","M","","",491,95.05,4.95
"2009-2010","Harrisonburg High","","Algebra I","EOC",450,95.62,4.38
"2009-2010","Harrisonburg High","","Algebra I","",450,95.62,4.38
"2009-2010","Harrisonburg High","","Algebra II","EOC",452,87.8,12.2
"2009-2010","Harrisonburg High","","Algebra II","",452,87.8,12.2
"2009-2010","Harrisonburg High","","Biology","EOC",451,91.57,8.43
"2009-2010","Harrisonburg High","","Biology","",451,91.57,8.43
"2009-2010","Harrisonburg High","","Chemistry","EOC",461,96.11,3.89
"2009-2010","Harrisonburg High","","Chemistry","",461,96.11,3.89
"2009-2010","Harrisonburg High","","Earth Science","EOC",460,88.89,11.11
"2009-2010","Harrisonburg High","","Earth Science","",460,88.89,11.11
"2009-2010","Harrisonburg High","","English Reading","EOC",472,90.66,9.34
"2009-2010","Harrisonburg High","","English Reading","",472,90.66,9.34
"2009-2010","Harrisonburg High","","Geography","EOC",452,86.21,13.79
"2009-2010","Harrisonburg High","","Geography","",452,86.21,13.79
"2009-2010","Harrisonburg High","","Geometry","EOC",471,91.38,8.62
"2009-2010","Harrisonburg High","","Geometry","",471,91.38,8.62
"2009-2010","Harrisonburg High","","VA & US History","EOC",476,93.49,6.51
"2009-2010","Harrisonburg High","","VA & US History","",476,93.49,6.51
"2009-2010","Harrisonburg High","","World History I","EOC",482,94.12,5.88
"2009-2010","Harrisonburg High","","World History I","",482,94.12,5.88
"2009-2010","Harrisonburg High","","World History II","EOC",501,97.93,2.07
"2009-2010","Harrisonburg High","","World History II","",501,97.93,2.07
"2009-2010","Harrisonburg High","","Writing","EOC",470,93,7
"2009-2010","Harrisonburg High","","Writing","",470,93,7
"2009-2010","Harrisonburg High","","","",457,91.58,8.42
"2009-2010","Harrisonburg High","","","",459,91.96,8.04
"2009-2010","Harrisonburg High","","","",470,93,7
"2009-2010","Harrisonburg High","","","",472,90.66,9.34
"2009-2010","Harrisonburg High","","","",482,94.36,5.64
"2009-2010","Keister Elementary","F","English Reading","3",480,85.71,14.29
"2009-2010","Keister Elementary","F","English Reading","4",511,92.11,7.89
"2009-2010","Keister Elementary","F","English Reading","",495,89.04,10.96
"2009-2010","Keister Elementary","F","History","3",532,94.12,5.88
"2009-2010","Keister Elementary","F","History","CST",452,71.05,28.95
"2009-2010","Keister Elementary","F","History","",490,81.94,18.06
"2009-2010","Keister Elementary","F","Mathematics","3",490,91.43,8.57
"2009-2010","Keister Elementary","F","Mathematics","4",525,89.47,10.53
"2009-2010","Keister Elementary","F","Mathematics","",508,90.41,9.59
"2009-2010","Keister Elementary","F","Science","3",481,94.12,5.88
"2009-2010","Keister Elementary","F","Science","",481,94.12,5.88
"2009-2010","Keister Elementary","F","","",481,94.12,5.88
"2009-2010","Keister Elementary","F","","",490,81.94,18.06
"2009-2010","Keister Elementary","F","","",495,89.04,10.96
"2009-2010","Keister Elementary","F","","",508,90.41,9.59
"2009-2010","Keister Elementary","M","English Reading","3",494,91.67,8.33
"2009-2010","Keister Elementary","M","English Reading","4",521,94.44,5.56
"2009-2010","Keister Elementary","M","English Reading","",507,93.06,6.94
"2009-2010","Keister Elementary","M","History","3",561,100,0
"2009-2010","Keister Elementary","M","History","CST",493,88.89,11.11
"2009-2010","Keister Elementary","M","History","",527,94.52,5.48
"2009-2010","Keister Elementary","M","Mathematics","3",508,97.3,2.7
"2009-2010","Keister Elementary","M","Mathematics","4",525,88.89,11.11
